Date,Open,High,Low,Close,Volume,VXN_open,VXN_high,VXN_low,VXD_close,Month,Day of the month,day of the week(Sunday=1),ma10,wma10,ema10,BB_UpperBand,BB_LowerBand,dc_high,dc_low,dc_medium,momentum,rate_of_change,midpoint,awsome_ossilator,macd,macd_signal,macd_histogram,rs,RSI,diff,high_prev_close,low_prev_close,true_range,atr,%r,PCT,HV,Standard Deviation
2/6/2001,2463.5,2531.050049,2456.889893,2473.23999,1788920000,63.709999,63.900002,60.34,60.700001,2,6,2,2594.762988,2555.381254,2554.72021,2798.785353,2344.403612,2771.629883,2409.199951,2590.414917,-256.810059,-9.406789414,2493.969971,57.4504273,-5.419632219,8.517476206,-13.93710842,0.991645008,49.79024897,74.160156,63.75,10.410156,74.160156,102.4035644,-82.33036696,0.002407466,0.00442757,113.595435
2/7/2001,2421.639893,2446.659912,2349.919922,2409.659912,2056920000,63.169998,63.380001,61.950001,62,2,7,3,2563.083984,2521.72615,2528.34561,2783.345008,2369.669958,2718.51001,2349.919922,2534.214966,-316.790039,-11.61914008,2398.289917,11.2636561,-16.90248136,3.433484692,-20.33596605,0.787978193,44.07090624,96.73999,26.580078,123.320068,123.320068,101.3050013,-85.83386794,-0.025707201,0.00248783,103.4187625
2/8/2001,2436.47998,2464.189941,2355.149902,2355.669922,1852360000,63.209999,63.43,62.099998,62.91,2,8,4,2539.065967,2484.014502,2496.95003,2791.398783,2355.812179,2718.51001,2349.919922,2534.214966,-240.180176,-9.252467089,2409.669922,-21.89195704,-30.01328851,-3.255869947,-26.75741856,0.440933626,30.6005508,109.040039,54.530029,54.51001,109.040039,101.4442835,-98.63650363,-0.022405647,-0.000845614,108.8966509
2/9/2001,2333.01001,2342.419922,2247.52002,2261.77002,1881910000,65.169998,65.529999,63.830002,65.209999,2,9,5,2502.064966,2433.597057,2454.190029,2818.681618,2302.277342,2718.51001,2247.52002,2483.015015,-370.010009,-14.05930606,2294.969971,-72.46468935,-47.4338471,-12.09146538,-35.34238172,0.406682346,28.91074499,94.899902,13.25,108.149902,108.149902,103.1499894,-97.2811044,-0.039861231,-0.005129342,129.1010691
2/12/2001,2247.199951,2319.899902,2229.22998,2286.76001,1751220000,65.449997,65.449997,64.050003,64.269997,2,12,1,2461.287964,2394.450701,2423.748207,2834.666836,2264.36312,2718.51001,2229.22998,2473.869995,-407.770019,-15.13325198,2274.564941,-107.2280841,-58.54837276,-21.38284685,-37.16552591,0.378864517,27.4765586,90.669922,58.129882,32.54004,90.669922,101.048549,-89.39342915,0.011048864,-0.004215609,142.5759289
2/13/2001,2315.459961,2367.909912,2208.01001,2208.399902,1728550000,64.360001,66.379997,64.050003,66.360001,2,13,2,2413.513965,2348.471054,2384.59397,2858.543194,2214.254755,2718.51001,2208.01001,2463.26001,-477.739991,-17.78537269,2287.959961,-146.0112629,-72.84006532,-31.67429055,-41.16577477,0.244898,19.67213377,159.899902,81.149902,78.75,159.899902,106.8399831,-99.92362547,-0.03426687,-0.005224057,161.0721096
2/14/2001,2224.350098,2307.27002,2173.419922,2305.820068,1987350000,67.660004,68.220001,65.830002,65.830002,2,14,3,2384.795972,2328.890345,2370.271442,2861.680251,2185.832713,2627.389893,2173.419922,2400.404908,-287.179932,-11.07519985,2240.344971,-172.7655424,-75.43576488,-40.42658541,-35.00917946,0.324341751,24.49078955,133.850098,98.870118,34.97998,133.850098,107.0449916,-75.71041028,0.044113462,-0.004798229,168.9618845
2/15/2001,2360.560059,2423.649902,2355.919922,2371.040039,2106930000,65.239998,66.139999,63.41,63.549999,2,15,4,2361.183984,2326.389267,2370.411187,2845.8712,2171.698771,2616.399902,2173.419922,2394.909912,-236.119873,-9.056593419,2389.784912,-175.9812169,-71.40703306,-46.62267494,-24.78435811,0.517787478,34.11462314,67.72998,117.829834,50.099854,117.829834,107.699271,-63.74542092,0.028284935,-0.005568712,168.5431071
2/16/2001,2228.77002,2266.360107,2187.310059,2212.51001,1892200000,67.330002,67.510002,64.129997,64.410004,2,16,5,2335.216992,2299.357635,2341.701882,2840.868134,2132.375835,2531.050049,2173.419922,2352.234986,-259.669922,-10.50368214,2226.835083,-182.6623148,-80.08313399,-53.31476675,-26.76836724,0.509167568,33.73830571,79.050048,104.679932,183.72998,183.72998,112.4021344,-92.8286922,-0.066860967,-0.008636529,177.1230748
2/20/2001,2229.909912,2235.73999,2094.580078,2095.110107,1878340000,65.870003,67.690002,65.690002,67.599998,2,20,2,2297.997998,2255.701838,2296.867014,2845.798321,2072.643671,2531.050049,2094.580078,2312.815064,-372.189942,-15.08490798,2165.160034,-197.3405015,-95.33325509,-61.71846442,-33.61479067,0.301167061,23.145918,141.159912,23.22998,117.929932,141.159912,118.5799909,-99.91504992,-0.053061863,-0.011051647,193.2886624
2/21/2001,2056.149902,2164.25,2044.73999,2058.540039,2019740000,68.010002,69.730003,66.32,68.57,2,21,3,2256.528003,2212.164027,2253.534837,2829.443309,2021.847682,2464.189941,2044.73999,2254.464966,-414.699951,-16.76747718,2104.494995,-230.4423189,-109.1122072,-71.19721297,-37.91499422,0.260065653,20.63905577,119.51001,69.139893,50.370117,119.51001,118.074271,-97.63150239,-0.017454962,-0.013568661,201.8989067
2/22/2001,2058.560059,2088.600098,1958.880005,2032.420044,2483470000,69.989998,72.809998,67.970001,71.830002,2,22,4,2218.804016,2171.417125,2213.332147,2805.052875,1976.835125,2464.189941,1958.880005,2211.534973,-377.239868,-15.65531576,2023.740052,-265.3755088,-120.7478848,-81.10734735,-39.6405375,0.279887895,21.86815703,129.720093,30.060059,99.660034,129.720093,122.1649954,-88.81554165,-0.012688602,-0.014137156,207.0544375
2/23/2001,1997.550049,2061.449951,1935.209961,2056.060059,2237910000,73.669998,74.709999,71.82,72.040001,2,23,5,2188.84303,2141.827315,2184.737222,2791.961223,1935.947774,2423.649902,1935.209961,2179.429932,-299.609863,-12.71866912,1998.329956,-329.2191446,-126.6022991,-90.2063377,-36.39596139,0.275935074,21.62610617,126.23999,29.029907,97.210083,126.23999,120.8328595,-79.717696,0.011631461,-0.01116053,214.0033624
2/26/2001,2088.030029,2103.629883,2020.319946,2097.639893,1739060000,71.860001,72.910004,70.080002,70.910004,2,26,1,2172.430017,2125.244926,2168.901344,2761.531163,1912.96382,2423.649902,1935.209961,2179.429932,-164.130127,-7.256711582,2061.974915,-353.4869098,-126.4294198,-97.45095411,-28.97846567,0.38635184,27.8682387,83.309937,47.569824,35.740113,83.309937,121.4707031,-72.73934143,0.020223064,-0.010841442,212.141836
2/27/2001,2067.149902,2081.790039,1963.630005,1964.52002,1808540000,72.330002,74.379997,71.790001,73.449997,2,27,2,2140.206018,2087.443109,2131.741103,2721.199939,1880.294043,2423.649902,1935.209961,2179.429932,-322.23999,-14.09155262,2022.710022,-376.2608855,-135.4724311,-105.0552495,-30.41718156,0.411790734,29.16797258,118.160034,15.849854,134.009888,134.009888,125.7456839,-94.45913643,-0.063461738,-0.015206687,210.2264742
2/28/2001,1983.349976,2010.319946,1880.469971,1908.319946,2082700000,75.25,77.160004,74.300003,75.57,2,28,3,2110.198023,2045.282005,2091.119075,2676.058929,1847.653058,2423.649902,1880.469971,2152.059937,-300.079956,-13.58811671,1945.394959,-397.0853035,-145.4967628,-113.1435522,-32.35321066,0.332011495,24.92557278,129.849975,45.799926,84.050049,129.849975,126.2121059,-95.2288809,-0.028607534,-0.016481376,207.1014679
3/1/2001,1879.839966,1968.02002,1837.97998,1968.02002,2256880000,77.959999,78.959999,74.760002,74.809998,3,1,4,2076.418018,2019.431459,2068.737428,2633.77408,1827.439909,2423.649902,1837.97998,2130.814941,-337.800048,-14.64988759,1903,-408.7497861,-146.9301022,-119.9008622,-27.02924,0.387476127,27.92668788,130.04004,59.700074,70.339966,130.04004,127.7121059,-77.79636018,0.031284101,-0.013183458,201.5835428
3/2/2001,1886.040039,1988.349976,1866.130005,1881.339966,2374100000,77.220001,78.529999,75.379997,77.43,3,2,5,2027.44801,1983.962722,2034.665162,2585.249347,1803.382648,2266.360107,1837.97998,2052.170044,-489.700073,-20.65338691,1927.239991,-407.1917495,-153.2933199,-126.5793537,-26.71396619,0.446372567,30.86152055,122.219971,20.329956,101.890015,122.219971,128.7171109,-92.5965148,-0.044044295,-0.015658714,195.4666747
3/5/2001,1908.619995,1936.02002,1892.02002,1916.680054,1495750000,75.199997,76.010002,72.709999,72.790001,3,5,1,1997.865015,1963.823094,2013.213325,2553.263138,1779.818869,2235.73999,1837.97998,2036.859985,-295.829956,-13.37078498,1914.02002,-418.6272862,-153.7126622,-132.0060154,-21.70664676,0.479603372,32.41432,44,54.680054,10.680054,54.680054,126.146406,-86.5623842,0.018784531,-0.012130847,193.3610671
3/6/2001,1983.280029,2029.01001,1973.869995,1976.310059,1986380000,72.5,72.559998,68.470001,69.029999,3,6,2,1985.98501,1959.904011,2006.50364,2510.219063,1773.763945,2164.25,1837.97998,2001.11499,-118.800048,-5.670348666,2001.440003,-409.0529048,-147.5326859,-135.1113495,-12.4213364,0.511250124,33.82961666,55.140015,112.329956,57.189941,112.329956,122.7485527,-76.38088046,0.03111109,-0.010476597,184.1137796
3/7/2001,2018.939941,2018.939941,1965.910034,1996.22998,1774410000,70.839996,70.839996,67.07,67.32,3,7,3,1979.754004,1961.766733,2004.635702,2456.621735,1779.660272,2103.629883,1837.97998,1970.804932,-62.310059,-3.026905371,1992.424988,-382.2438103,-139.4204865,-135.9731769,-3.447309567,0.635120296,38.84242018,53.029907,42.629882,10.400025,53.029907,116.9756819,-72.97966072,0.01007935,-0.010093003,169.240366
3/8/2001,1982.439941,1993.5,1933.22998,1938.150024,1759140000,69.57,70.089996,66.980003,67.629997,3,8,4,1970.327002,1954.202373,1992.547397,2412.619172,1776.511847,2103.629883,1837.97998,1970.804932,-94.27002,-4.638313831,1963.36499,-351.3662504,-136.1090961,-136.0003607,-0.108735349,0.496290244,33.16804652,60.27002,2.72998,63,63,113.0592652,-76.61655206,-0.029094822,-0.010262384,159.0268312
3/9/2001,1892.790039,1892.790039,1802.910034,1813.02002,1962120000,70.68,71.639999,69.730003,70.699997,3,9,5,1946.022998,1925.601103,1959.906055,2384.282648,1750.58338,2103.629883,1802.910034,1953.269959,-243.040039,-11.82066827,1847.850037,-342.5570374,-141.9454818,-137.1893849,-4.756096821,0.356488708,26.28025624,89.880005,45.359985,135.23999,135.23999,109.5956945,-97.66421296,-0.064561568,-0.01237018,158.424817
3/12/2001,1758.060059,1762.199951,1679.72998,1680.640015,2149820000,73.43,76.389999,72.830002,76.25,3,12,1,1904.32301,1877.349652,1909.130412,2385.34121,1691.411817,2081.790039,1679.72998,1880.76001,-416.999878,-19.87947881,1720.964966,-354.1086324,-155.4607646,-140.8436609,-14.61710372,0.37511335,27.27872213,82.469971,50.820069,133.29004,133.29004,109.0335608,-99.81217804,-0.073016295,-0.014027933,173.4823483
3/13/2001,1711.98999,1790.310059,1691.219971,1789.699951,2096420000,75.940002,75.940002,72.440002,72.669998,3,13,2,1886.841004,1856.509095,1887.415783,2356.7646,1670.282422,2029.01001,1679.72998,1854.369995,-174.820069,-8.898869302,1740.765015,-378.6553946,-155.5780908,-143.7905469,-11.78754398,0.462933245,31.64418109,99.090088,109.670044,10.579956,109.670044,108.3307061,-74.05756165,0.064891907,-0.011335781,171.6205445
3/14/2001,1711.060059,1808.849976,1700.849976,1745.130005,2147220000,75.290001,75.290001,72.580002,73.610001,3,14,3,1870.522009,1830.743459,1861.545641,2340.681952,1640.038079,2029.01001,1679.72998,1854.369995,-163.189941,-8.551497947,1754.849976,-397.4242205,-157.4524807,-146.5229336,-10.92954707,0.564779419,36.093229,108,19.150025,88.849975,108,106.7792709,-84.57182355,-0.024903586,-0.010867617,175.1609682
3/15/2001,1809.5,1813.680054,1697.609985,1697.920044,1963770000,73.260002,75.93,71.809998,75.93,3,15,4,1843.512012,1799.361284,1831.795533,2300.390415,1619.539615,2029.01001,1679.72998,1854.369995,-270.099976,-13.72445266,1755.64502,-412.5799808,-160.8927263,-149.3968922,-11.49583412,0.54839965,35.41719025,116.070069,68.550049,47.52002,116.070069,106.0528479,-95.70887753,-0.027052403,-0.01442591,170.2127
3/16/2001,1656.780029,1693.599976,1627.800049,1647.51001,2102270000,75.019997,77.360001,74.790001,76.230003,3,16,5,1820.129016,1763.724556,1798.289074,2232.58774,1614.989287,2029.01001,1627.800049,1828.40503,-233.829956,-12.42890494,1660.700013,-422.9457209,-165.7758533,-152.6726844,-13.10316891,0.475920685,32.24568161,65.799927,4.320068,70.119995,70.119995,105.1107092,-95.65850318,-0.029689286,-0.017324621,154.3996133
3/19/2001,1659.699951,1732.920044,1632.47998,1730.459961,1774570000,77.169998,77.660004,72.440002,73.599998,3,19,1,1801.507007,1747.421092,1785.956508,2188.182215,1611.189806,2029.01001,1627.800049,1828.40503,-186.220093,-9.715763077,1682.700012,-402.5079757,-161.0953914,-154.3572258,-6.738165636,0.453135617,31.18329851,100.440064,85.410034,15.03003,100.440064,102.7128646,-74.41242193,0.050348678,-0.011464139,144.2481023
3/20/2001,1742.98999,1749.290039,1614.410034,1614.469971,2016500000,75.150002,76.019997,72.800003,74.339996,3,20,2,1765.322998,1713.414358,1754.777138,2175.460837,1575.847171,2018.939941,1614.410034,1816.674988,-361.840088,-18.30887245,1681.850037,-384.6667092,-164.8452807,-156.4548368,-8.390443945,0.610328562,37.9008717,134.880005,18.830078,116.049927,134.880005,103.0721525,-99.98554341,-0.067028416,-0.012162466,149.9034163
3/21/2001,1624.310059,1674.310059,1594.390015,1605.040039,2109190000,74.989998,74.989998,70.720001,71.339996,3,21,3,1726.204004,1684.272002,1727.552211,2162.970907,1542.987101,1993.5,1594.390015,1793.945008,-391.189941,-19.59643653,1634.350037,-378.7412579,-166.6568948,-158.4952484,-8.161646391,0.555076089,35.6944649,79.920044,59.840088,20.079956,79.920044,99.49215279,-97.54957799,-0.005840884,-0.011581762,154.9959514
3/22/2001,1624.810059,1703.280029,1582.47998,1701.900024,2504770000,71.459999,72.800003,69,71.540001,3,22,4,1702.579004,1679.853096,1722.888177,2141.365329,1531.540677,1892.790039,1582.47998,1737.63501,-236.25,-12.18945887,1642.880005,-373.4035282,-158.4503042,-158.4862595,0.03595536,0.531149094,34.68957372,120.800049,98.23999,22.560059,120.800049,99.39072979,-73.25598818,0.060347395,-0.007929963,152.456163
3/23/2001,1743.959961,1754.650024,1666.819946,1705.02002,2284560000,70.779999,72.400002,70.040001,70.699997,3,23,5,1691.779004,1680.296917,1719.639421,2110.719498,1527.082505,1813.680054,1582.47998,1698.080017,-108,-5.956911607,1710.734985,-338.890064,-149.9660491,-156.7822175,6.816168315,0.694080749,40.97093656,87.830078,52.75,35.080078,87.830078,101.7585886,-72.55726787,0.001833243,-0.008419873,145.9092482
3/26/2001,1735.530029,1736.880005,1667.800049,1676.900024,1719620000,71.849998,72.050003,69.050003,69.199997,3,26,1,1691.405005,1677.591648,1711.868621,2064.665125,1531.062891,1813.680054,1582.47998,1698.080017,-3.739991,-0.222533735,1702.340027,-313.0782378,-143.8530165,-154.1963773,10.34336073,0.637071165,38.91530062,69.079956,31.859985,37.219971,69.079956,98.66930293,-78.36684864,-0.016492473,-0.01025565,133.4005586
3/27/2001,1680.72998,1751.140015,1664.660034,1735.630005,1951410000,70.519997,70.970001,66.599998,66.599998,3,27,2,1685.99801,1685.632557,1716.188873,2042.543566,1530.295448,1813.680054,1582.47998,1698.080017,-54.069946,-3.021173799,1707.900025,-284.7485359,-132.7392402,-149.9049499,17.16570967,0.556145179,35.73864358,86.479981,74.239991,12.23999,86.479981,101.0585939,-62.73903519,0.035022947,-0.005331416,128.0620294
3/28/2001,1677.630005,1687.920044,1600.369995,1602.219971,2072260000,69.459999,69.459999,67.769997,68.370003,3,28,3,1671.707007,1670.400186,1695.467254,2033.083842,1509.145174,1813.680054,1582.47998,1698.080017,-142.910034,-8.189076664,1644.14502,-260.6088071,-133.1615635,-146.5562726,13.39470906,0.573709268,36.45586132,87.550049,47.709961,135.26001,135.26001,106.2200232,-93.63862355,-0.07686548,-0.007744313,130.9846669
3/29/2001,1578.98999,1626.880005,1543.390015,1563.140015,2079050000,71.5,73.330002,71.019997,73.220001,3,29,4,1658.229004,1650.660733,1671.407756,2011.342911,1490.398105,1754.650024,1543.390015,1649.02002,-134.780029,-7.937949109,1585.13501,-247.9067792,-135.0924223,-144.2635025,9.171080217,0.510769532,33.80856716,83.48999,24.660034,58.829956,83.48999,102.5235946,-92.69303446,-0.02439113,-0.010528075,130.2362014
3/30/2001,1573.819946,1600.880005,1530.140015,1573.25,2139050000,73.68,74.699997,71.309998,72.129997,3,30,5,1650.803003,1635.210005,1653.560892,1999.861522,1471.070497,1754.650024,1530.140015,1642.39502,-74.26001,-4.507408729,1565.51001,-255.4970695,-134.2591941,-142.2626409,8.003446745,0.591357153,37.1605552,70.73999,37.73999,33,70.73999,98.05573393,-84.79580339,0.006467741,-0.008002473,132.1977563
4/2/2001,1569.660034,1594.359985,1499.300049,1516.579956,1848350000,72.190002,74.150002,71.690002,72.220001,4,2,1,1629.415003,1610.805815,1628.655267,1982.655891,1448.266119,1754.650024,1499.300049,1626.975037,-213.880005,-12.35971995,1546.830017,-265.1951031,-136.5970479,-141.1295223,4.532474326,0.7706419,43.52330643,95.059936,21.109985,73.949951,95.059936,97.01215479,-94.50349681,-0.036021004,-0.01074275,133.597443
4/3/2001,1487.869995,1493.109985,1390.099976,1399.050049,2573410000,74.779999,75.68,73.790001,75.120003,4,3,2,1607.87301,1568.921278,1586.908864,1959.797167,1413.398842,1754.650024,1390.099976,1572.375,-215.419922,-13.34307394,1441.604981,-293.5613184,-146.2476434,-142.1531465,-4.094496914,0.479662309,32.41701205,103.010009,23.469971,126.47998,126.47998,98.33215336,-97.88704109,-0.077496677,-0.016173138,136.5995813
4/4/2001,1392.030029,1435.359985,1348.52002,1370.75,2465470000,76.330002,77.839996,75.839996,76.370003,4,4,3,1584.444006,1525.808003,1547.607252,1922.416029,1388.231982,1754.650024,1348.52002,1551.585022,-234.290039,-14.59714607,1391.940003,-319.0492345,-154.3995652,-144.6024302,-9.797134972,0.421125633,29.63324445,86.839965,36.309936,50.530029,86.839965,96.24428879,-94.52638816,-0.020228046,-0.017688508,133.5460117
4/5/2001,1452.040039,1521.76001,1434.01001,1519.050049,2333000000,78.129997,78.440002,75.860001,76.290001,4,5,4,1566.159009,1513.918193,1542.415033,1872.189816,1396.548197,1754.650024,1348.52002,1551.585022,-182.849975,-10.74387287,1477.88501,-313.6786491,-147.196656,-145.1212754,-2.075380598,0.557068884,35.77676557,87.75,151.01001,63.26001,151.01001,102.022147,-58.01097498,0.108188983,-0.010824318,118.9104047
4/6/2001,1483.959961,1485.369995,1425.890015,1448.160034,1835720000,79.760002,80.459999,78.779999,79.559998,4,6,5,1540.47301,1492.463834,1525.277761,1852.214955,1380.037059,1751.140015,1348.52002,1549.830018,-256.859986,-15.06492493,1455.630005,-312.9721478,-145.5309402,-145.2032084,-0.32773185,0.756948549,43.08313692,59.47998,33.680054,93.160034,93.160034,101.5021449,-75.46598059,-0.046667333,-0.009929606,118.044474
4/9/2001,1472.810059,1495.76001,1437.849976,1481.219971,1448830000,77.580002,77.580002,75.150002,75.18,4,9,1,1520.905005,1481.690554,1517.267254,1847.556449,1364.753561,1751.140015,1348.52002,1549.830018,-195.680053,-11.6691544,1466.804993,-308.4372985,-139.93016,-144.1485987,4.218438651,0.55544924,35.70989177,57.910034,47.599976,10.310058,57.910034,96.00428979,-67.32574553,0.022828925,-0.005137345,120.7007222
4/10/2001,1515.579956,1620.73999,1515.579956,1597.869995,2203460000,76.080002,76.110001,73.910004,74.400002,4,10,2,1507.129004,1495.684189,1531.922297,1821.97288,1371.154135,1687.920044,1348.52002,1518.220032,-137.76001,-7.937176103,1568.159973,-267.3517405,-124.6420237,-140.2472837,15.60526,0.781217739,43.85863233,105.160034,139.520019,34.359985,139.520019,100.2614309,-38.60340961,0.078752668,-0.004444307,112.7046863
4/11/2001,1694.599976,1703.890015,1624.800049,1647.359985,2372010000,77.580002,77.580002,75.150002,75.18,4,11,3,1511.643005,1521.180731,1552.910968,1807.557483,1375.792529,1703.890015,1348.52002,1526.205018,45.140014,2.817341864,1664.345032,-202.3002929,-107.2957977,-133.6569865,26.36118876,0.986402264,49.65772956,79.089966,106.02002,26.930054,106.02002,99.2057145,-26.41765886,0.030972476,-0.001650504,107.9412387
4/12/2001,1617.949951,1714.689941,1605.609985,1714.290039,1902800000,72.07,72.650002,65.940002,66.330002,4,12,4,1526.758008,1558.025646,1582.252617,1810.188584,1374.798428,1714.689941,1348.52002,1531.604981,151.150024,9.669640758,1660.149963,-155.9008319,-87.14355603,-124.3543004,37.21074438,0.900124182,47.37186077,109.079956,67.329956,41.75,109.079956,100.7235629,-9.152544945,0.040628675,0.00173355,108.8475391
4/16/2001,1682.170044,1700.390015,1630.310059,1650.209961,1571910000,71.019997,73.889999,70.550003,73.370003,4,16,1,1534.454004,1580.471455,1594.608498,1810.470531,1374.786476,1714.689941,1348.52002,1531.604981,76.959961,4.891782044,1665.350037,-102.2913879,-75.47347481,-114.5781353,39.10466048,1.019557002,50.4841904,70.079956,13.900024,83.97998,83.97998,101.7878504,-25.06831634,-0.037379951,0.001349017,108.9210137
4/17/2001,1605.540039,1694.219971,1603.98999,1671.51001,1900580000,74.059998,74.190002,72.25,73.589996,4,17,2,1549.947009,1605.390729,1608.590591,1801.173439,1378.188573,1714.689941,1348.52002,1531.604981,154.930054,10.21575245,1649.104981,-54.84300683,-63.77100299,-104.4167088,40.64570584,0.949915306,48.71572131,90.229981,44.01001,46.219971,90.229981,102.0557075,-11.79232059,0.012907478,-0.000523043,105.7462166
4/18/2001,1760.050049,1892.849976,1739.160034,1830.790039,3195650000,73.160004,75.800003,67.449997,69.709999,4,18,3,1593.121008,1656.453098,1648.990491,1837.869618,1363.1244,1892.849976,1348.52002,1620.684998,431.73999,30.85951002,1816.005005,-1.468413559,-41.16956545,-91.76728016,50.5977147,0.905912387,47.53169104,153.689942,221.339966,67.650024,221.339966,108.2042758,-11.40116143,0.095291101,0.007592933,118.6863045
4/19/2001,1854.199951,1953.569946,1829.97998,1953.280029,2788870000,69.580002,71.860001,68.010002,71.830002,4,19,4,1651.374011,1721.936557,1704.315861,1902.981116,1332.836902,1953.569946,1425.890015,1689.729981,582.530029,42.4971752,1891.774963,44.34772079,-13.22143639,-76.0581114,62.83667502,1.449531946,59.17587433,123.589966,122.779907,0.810059,123.589966,111.0685598,-0.047916211,0.066905537,0.011230254,142.5360534
4/20/2001,1933.609985,1981.900024,1901.400024,1933.569946,2544420000,73.639999,76.110001,73.209999,74.339996,4,20,5,1692.826001,1773.244908,1745.998422,1946.02563,1312.959379,1981.900024,1425.890015,1703.89502,414.519897,27.28810004,1941.650024,100.2239085,7.253603261,-59.39576847,66.64937173,2.156072855,68.31505336,80.5,28.619995,51.880005,80.5,111.7657034,-7.630502652,-0.010090762,0.007708346,158.2665627
